OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 000378,12/20/2016,130,Wholesale,GBP,GUT930,19,13,11,924.60,"10,170.60",536.27,,
SO - 000604,12/20/2016,60,Export,GBP,GUT930,32,14,7,971.50,"6,800.50",534.33,,
SO - 0003084,12/20/2016,55,Wholesale,GBP,GUT930,75,16,6,"2,003.30","12,019.80",821.35,,
SO - 0005967,12/20/2016,136,Export,GBP,GUT930,70,13,9,"1,051.90","9,467.10",694.25,,
SO - 0007305,12/20/2016,97,Distributor,GBP,GUT930,17,3,5,"1,038.50","5,192.50",446.56,,
SO - 0003646,12/21/2016,81,Wholesale,GBP,GUT930,6,26,9,"3,162.40","28,461.60","2,624.79",,
SO - 0004197,12/21/2016,134,Distributor,GBP,GUT930,37,4,8,"2,659.90","21,279.20","1,728.94",,
SO - 0006524,12/21/2016,84,Wholesale,GBP,GUT930,83,17,11,"1,072.00","11,792.00",696.80,,
SO - 0007465,12/21/2016,97,Wholesale,GBP,GUT930,28,15,9,"1,038.50","9,346.50",747.72,,
SO - 0009035,12/21/2016,3,Wholesale,GBP,AXW291,11,14,7,"3,021.70","21,151.90","1,843.24",,
SO - 0008249,12/21/2016,137,Wholesale,GBP,AXW291,6,25,7,"3,504.10","24,528.70","2,207.58",,
SO - 0008390,12/21/2016,161,Wholesale,GBP,NXH382,58,6,9,207.70,"1,869.30",95.54,,
SO - 0009889,12/21/2016,87,Wholesale,GBP,GUT930,26,25,7,"1,139.00","7,973.00",706.18,,
SO - 000186,12/22/2016,159,Wholesale,GBP,GUT930,32,5,8,"3,182.50","25,460.00","1,973.15",,
SO - 000275,12/22/2016,67,Distributor,GBP,GUT930,62,15,10,174.20,"1,742.00",139.36,,
SO - 000306,12/22/2016,146,Distributor,GBP,GUT930,47,17,10,"2,599.60","25,996.00","1,481.77",,
SO - 0002046,12/22/2016,46,Distributor,GBP,GUT930,38,5,8,"2,552.70","20,421.60","1,761.36",,
SO - 0002546,12/22/2016,117,Distributor,GBP,GUT930,47,22,11,837.50,"9,212.50",703.50,,
SO - 0002806,12/22/2016,173,Distributor,GBP,GUT930,7,25,9,"1,882.70","16,944.30","1,430.85",,
SO - 0005164,12/22/2016,99,Export,GBP,GUT930,46,5,5,"5,098.70","25,493.50","3,365.14",,
SO - 0005527,12/22/2016,118,Wholesale,GBP,GUT930,56,25,8,"3,517.50","28,140.00","2,743.65",,
SO - 0007525,12/22/2016,49,Export,GBP,GUT930,61,7,10,"1,333.30","13,333.00",533.32,,
SO - 000228,12/23/2016,139,Distributor,GBP,GUT930,22,5,5,763.80,"3,819.00",504.11,,
SO - 000815,12/23/2016,107,Distributor,GBP,GUT930,25,18,11,187.60,"2,063.60",127.57,,
SO - 0001305,12/23/2016,134,Export,GBP,GUT930,28,2,8,"1,098.80","8,790.40",868.05,,
SO - 0002000,12/23/2016,168,Wholesale,GBP,GUT930,49,25,5,"3,872.60","19,363.00","2,284.83",,
SO - 0002757,12/23/2016,83,Wholesale,GBP,GUT930,38,16,11,167.50,"1,842.50",103.85,,
SO - 0004002,12/23/2016,87,Distributor,GBP,GUT930,47,8,6,"2,559.40","15,356.40","1,714.80",,
SO - 0006667,12/23/2016,51,Distributor,GBP,GUT930,67,25,10,"1,996.60","19,966.00","1,078.16",,
SO - 0006997,12/23/2016,14,Wholesale,GBP,GUT930,25,17,7,"5,654.80","39,583.60","3,279.78",,
SO - 0007261,12/23/2016,56,Distributor,GBP,GUT930,15,14,10,964.80,"9,648.00",578.88,,
SO - 0007884,12/23/2016,8,Wholesale,GBP,GUT930,29,20,11,"6,123.80","67,361.80","3,123.14",,
SO - 0009750,12/23/2016,102,Export,GBP,AXW291,64,1,12,"3,886.00","46,632.00","2,720.20",,
SO - 0001529,12/24/2016,159,Distributor,GBP,GUT930,2,2,5,"1,313.20","6,566.00",906.11,,
SO - 0003298,12/24/2016,24,Distributor,GBP,GUT930,17,13,6,"5,152.30","30,913.80","3,452.04",,
SO - 0004939,12/24/2016,74,Wholesale,GBP,GUT930,12,26,8,"1,051.90","8,415.20",820.48,,
SO - 0005653,12/24/2016,48,Distributor,GBP,GUT930,76,14,5,"1,768.80","8,844.00",884.40,,
SO - 0009090,12/24/2016,44,Distributor,GBP,AXW291,85,2,7,"3,892.70","27,248.90","2,452.40",,
SO - 0010000,12/24/2016,18,Distributor,GBP,NXH382,9,2,7,261.30,"1,829.10",209.04,,
SO - 0009021,12/24/2016,175,Export,GBP,NXH382,37,16,6,"1,226.10","7,356.60",514.96,,
SO - 0008963,12/24/2016,48,Export,GBP,AXW291,46,25,10,"1,125.60","11,256.00",574.06,,
SO - 0008245,12/24/2016,94,Export,GBP,AXW291,33,17,6,"5,862.50","35,175.00","2,872.63",,
SO - 0008164,12/24/2016,158,Export,GBP,NXH382,35,11,5,"3,953.00","19,765.00","2,688.04",,
SO - 0008883,12/24/2016,57,Export,GBP,AXW291,84,15,11,"1,005.00","11,055.00",643.20,,
SO - 0001025,12/25/2016,125,Distributor,GBP,GUT930,19,7,7,"1,038.50","7,269.50",810.03,,
SO - 0001186,12/25/2016,150,Export,GBP,GUT930,25,27,10,"1,018.40","10,184.00",651.78,,
SO - 0002561,12/25/2016,51,Wholesale,GBP,GUT930,49,14,9,"3,825.70","34,431.30","2,295.42",,
SO - 0003369,12/25/2016,166,Distributor,GBP,GUT930,73,29,12,696.80,"8,361.60",341.43,,
SO - 0003696,12/25/2016,73,Distributor,GBP,GUT930,82,1,5,"3,986.50","19,932.50","3,149.34",,
SO - 0005493,12/25/2016,17,Export,GBP,GUT930,69,13,6,"1,293.10","7,758.60",995.69,,
SO - 0006002,12/25/2016,50,Wholesale,GBP,GUT930,2,13,11,"3,979.80","43,777.80","3,343.03",,
SO - 0006628,12/25/2016,158,Wholesale,GBP,GUT930,40,19,5,"1,085.40","5,427.00",727.22,,
SO - 000957,12/26/2016,174,Distributor,GBP,GUT930,47,28,12,"1,098.80","13,185.60",681.26,,
SO - 0001052,12/26/2016,80,Export,GBP,GUT930,15,13,5,"1,333.30","6,666.50",786.65,,
SO - 0007761,12/26/2016,51,Distributor,GBP,GUT930,60,3,10,"3,859.20","38,592.00","2,585.66",,
SO - 0008429,12/26/2016,142,Export,GBP,AXW291,71,27,6,"3,477.30","20,863.80","2,677.52",,
SO - 0009023,12/26/2016,164,Wholesale,GBP,AXW291,59,5,12,"2,532.60","30,391.20","1,696.84",,
SO - 000723,12/27/2016,77,Export,GBP,GUT930,26,14,10,998.30,"9,983.00",469.20,,
SO - 0003923,12/27/2016,91,Export,GBP,GUT930,64,27,5,"1,983.20","9,916.00",872.61,,
SO - 0007044,12/27/2016,4,Distributor,GBP,GUT930,70,12,12,"1,963.10","23,557.20","1,413.43",,
SO - 0007334,12/27/2016,61,Wholesale,GBP,GUT930,8,15,9,214.40,"1,929.60",135.07,,
SO - 0010728,12/27/2016,115,Wholesale,GBP,NXH382,76,14,9,167.50,"1,507.50",73.70,,
SO - 0009912,12/27/2016,46,Wholesale,GBP,AXW291,34,1,8,"1,172.50","9,380.00",879.38,,
SO - 000291,12/28/2016,21,Export,GBP,GUT930,57,1,6,"3,979.80","23,878.80","1,790.91",,
SO - 000549,12/28/2016,52,Export,GBP,GUT930,57,13,8,"1,862.60","14,900.80","1,098.93",,
SO - 0002854,12/28/2016,31,Wholesale,GBP,GUT930,14,21,7,"2,264.60","15,852.20","1,109.65",,
SO - 0004745,12/28/2016,56,Wholesale,GBP,GUT930,73,25,6,"3,798.90","22,793.40","2,925.15",,
SO - 0007620,12/28/2016,43,Distributor,GBP,GUT930,3,6,9,"1,963.10","17,667.90","1,629.37",,
SO - 0010226,12/28/2016,68,Export,GBP,AXW291,70,1,10,"5,581.10","55,811.00","3,069.61",,
SO - 0009264,12/28/2016,45,Distributor,GBP,GUT930,43,17,9,"3,745.30","33,707.70","2,808.98",,
SO - 000622,12/29/2016,14,Export,GBP,GUT930,82,18,11,"5,808.90","63,897.90","3,369.16",,
SO - 0001415,12/29/2016,151,Distributor,GBP,GUT930,76,20,11,"3,953.00","43,483.00","3,241.46",,
SO - 0001729,12/29/2016,80,Wholesale,GBP,GUT930,5,27,5,850.90,"4,254.50",485.01,,
SO - 0002270,12/29/2016,158,Wholesale,GBP,GUT930,73,9,6,"2,365.10","14,190.60","1,442.71",,
SO - 0002629,12/29/2016,86,Wholesale,GBP,GUT930,26,24,9,"1,045.20","9,406.80",553.96,,
SO - 0003112,12/29/2016,135,Export,GBP,GUT930,24,26,9,"1,098.80","9,889.20",769.16,,
SO - 0007712,12/29/2016,87,Wholesale,GBP,GUT930,70,15,10,"3,289.70","32,897.00","1,677.75",,
SO - 0007997,12/29/2016,133,Wholesale,GBP,GUT930,60,30,8,"3,993.20","31,945.60","2,875.10",,
SO - 0010364,12/29/2016,67,Distributor,GBP,AXW291,39,15,6,"3,899.40","23,396.40","3,275.50",,
SO - 000988,12/30/2016,97,Distributor,GBP,GUT930,20,6,8,"3,832.40","30,659.20","3,142.57",,
SO - 0001585,12/30/2016,38,Wholesale,GBP,GUT930,69,19,8,"1,989.90","15,919.20","1,432.73",,
SO - 0003679,12/30/2016,5,Wholesale,GBP,GUT930,49,14,6,"6,311.40","37,868.40","3,218.81",,
SO - 0004800,12/30/2016,75,Wholesale,GBP,GUT930,60,2,12,201.00,"2,412.00",132.66,,
SO - 0005578,12/30/2016,19,Distributor,GBP,GUT930,72,5,10,"2,613.00","26,130.00","1,332.63",,
SO - 0006463,12/30/2016,124,Wholesale,GBP,GUT930,70,26,5,"1,118.90","5,594.50",492.32,,
SO - 000774,12/31/2016,98,Wholesale,GBP,GUT930,31,3,12,"2,606.30","31,275.60","1,563.78",,
SO - 0005019,12/31/2016,52,Distributor,GBP,GUT930,56,30,5,"2,398.60","11,993.00","1,199.30",,
SO - 0005300,12/31/2016,80,Wholesale,GBP,GUT930,9,25,6,"3,879.30","23,275.80","1,862.06",,
SO - 0005364,12/31/2016,80,Distributor,GBP,GUT930,17,21,7,"2,726.90","19,088.30","2,045.18",,
SO - 0005474,12/31/2016,32,Distributor,GBP,GUT930,72,13,11,"4,020.00","44,220.00","3,417.00",,
SO - 0005884,12/31/2016,112,Wholesale,GBP,GUT930,84,26,7,"1,735.30","12,147.10","1,180.00",,
SO - 0008088,12/31/2016,13,Distributor,GBP,GUT930,2,16,5,"3,202.60","16,013.00","1,921.56",,
SO - 0009517,12/31/2016,79,Wholesale,GBP,AXW291,62,5,12,"2,659.90","31,918.80","2,207.72",,
SO - 0010391,12/31/2016,128,Distributor,GBP,GUT930,26,6,12,"1,842.50","22,110.00","1,510.85",,
SO - 0009387,12/31/2016,112,Wholesale,GBP,AXW291,55,19,9,"3,999.90","35,999.10","2,439.94",,
SO - 0009078,12/31/2016,164,Wholesale,GBP,GUT930,35,9,6,"3,993.20","23,959.20","2,076.46",,
SO - 0001017,1/1/2017,30,Wholesale,GBP,GUT930,64,6,12,"3,202.60","38,431.20","1,601.30",,
SO - 0001637,1/1/2017,93,Wholesale,GBP,GUT930,34,23,12,"5,232.70","62,792.40","3,610.56",,
SO - 0005276,1/1/2017,10,Distributor,GBP,GUT930,50,13,7,"2,358.40","16,508.80","1,462.21",,
SO - 0007530,1/1/2017,85,Export,GBP,GUT930,82,25,7,"6,291.30","44,039.10","5,158.87",,
SO - 0008624,1/1/2017,99,Distributor,GBP,NXH382,74,25,8,"3,879.30","31,034.40","2,405.17",,
SO - 0004149,1/2/2017,15,Distributor,GBP,GUT930,41,5,11,"6,036.70","66,403.70","4,104.96",,
SO - 0006242,1/2/2017,91,Wholesale,GBP,GUT930,14,25,9,"3,912.80","35,215.20","2,738.96",,
SO - 0007475,1/2/2017,115,Export,GBP,GUT930,78,25,12,951.40,"11,416.80",780.15,,
SO - 0009179,1/2/2017,33,Wholesale,GBP,AXW291,17,13,12,"1,139.00","13,668.00",569.50,,
SO - 0001699,1/3/2017,63,Wholesale,GBP,GUT930,54,6,9,"2,465.60","22,190.40","1,651.95",,
SO - 0002900,1/3/2017,129,Distributor,GBP,GUT930,45,13,10,904.50,"9,045.00",696.47,,
SO - 0003550,1/3/2017,80,Wholesale,GBP,GUT930,39,20,7,"1,025.10","7,175.70",635.56,,
SO - 0004460,1/3/2017,108,Wholesale,GBP,GUT930,78,20,12,"5,688.30","68,259.60","4,152.46",,
SO - 0006712,1/3/2017,40,Distributor,GBP,GUT930,14,1,11,864.30,"9,507.30",388.94,,
SO - 0007420,1/3/2017,125,Export,GBP,GUT930,48,15,6,207.70,"1,246.20",153.70,,
SO - 0009192,1/3/2017,128,Export,GBP,AXW291,21,2,10,"1,728.60","17,286.00",726.01,,
SO - 0008853,1/3/2017,105,Distributor,GBP,GUT930,85,3,6,"2,231.10","13,386.60","1,740.26",,
SO - 000706,1/4/2017,107,Wholesale,GBP,GUT930,1,13,8,931.30,"7,450.40",772.98,,
SO - 0003113,1/4/2017,101,Wholesale,GBP,GUT930,29,25,8,"1,802.30","14,418.40","1,297.66",,
SO - 0003240,1/4/2017,153,Distributor,GBP,GUT930,66,11,11,"2,941.30","32,354.30","1,911.85",,
SO - 0003384,1/4/2017,46,Distributor,GBP,GUT930,81,25,10,"5,313.10","53,131.00","3,772.30",,
SO - 0003817,1/4/2017,144,Wholesale,GBP,GUT930,67,4,11,261.30,"2,874.30",109.75,,
SO - 0006543,1/4/2017,18,Distributor,GBP,GUT930,27,5,8,757.10,"6,056.80",499.69,,
SO - 0007257,1/4/2017,128,Distributor,GBP,GUT930,7,6,12,"1,842.50","22,110.00","1,510.85",,
SO - 0007509,1/4/2017,104,Distributor,GBP,GUT930,74,25,6,"3,557.70","21,346.20","1,814.43",,
SO - 0007694,1/4/2017,93,Distributor,GBP,GUT930,68,20,5,"1,105.50","5,527.50",884.40,,
SO - 0010061,1/4/2017,135,Wholesale,GBP,NXH382,74,12,6,"5,098.70","30,592.20","3,059.22",,
SO - 0009283,1/4/2017,121,Export,GBP,AXW291,34,13,7,"2,458.90","17,212.30","1,254.04",,
SO - 000762,1/5/2017,69,Wholesale,GBP,GUT930,66,2,7,"2,552.70","17,868.90","1,429.51",,
SO - 0001182,1/5/2017,20,Wholesale,GBP,GUT930,42,4,10,"1,922.90","19,229.00",999.91,,
SO - 0007291,1/5/2017,82,Wholesale,GBP,GUT930,38,20,5,214.40,"1,072.00",177.95,,
SO - 0007661,1/5/2017,131,Export,GBP,GUT930,29,30,5,"5,031.70","25,158.50","4,226.63",,
SO - 0008288,1/5/2017,48,Export,GBP,NXH382,63,21,8,857.60,"6,860.80",660.35,,
SO - 0010216,1/5/2017,109,Wholesale,GBP,AXW291,65,7,8,"3,711.80","29,694.40","2,375.55",,
SO - 0001816,1/6/2017,11,Export,GBP,GUT930,38,15,12,"1,842.50","22,110.00",737.00,,
SO - 0004853,1/6/2017,136,Wholesale,GBP,GUT930,40,13,12,"2,425.40","29,104.80","1,697.78",,
SO - 0005584,1/6/2017,56,Wholesale,GBP,GUT930,52,18,5,187.60,938.00,138.82,,
SO - 0006666,1/6/2017,145,Wholesale,GBP,GUT930,51,13,8,"3,886.00","31,088.00","2,215.02",,
SO - 0006988,1/6/2017,103,Wholesale,GBP,GUT930,58,26,7,944.70,"6,612.90",462.90,,
SO - 0009276,1/6/2017,175,Distributor,GBP,GUT930,37,3,7,"1,688.40","11,818.80","1,215.65",,
SO - 0009071,1/6/2017,141,Wholesale,GBP,AXW291,61,13,11,"1,058.60","11,644.60",561.06,,
SO - 000537,1/7/2017,151,Distributor,GBP,GUT930,66,28,8,"2,492.40","19,939.20","1,320.97",,
SO - 0003768,1/7/2017,102,Export,GBP,GUT930,76,26,12,"1,018.40","12,220.80",672.14,,
SO - 0005426,1/7/2017,47,Wholesale,GBP,GUT930,14,1,10,"2,499.10","24,991.00","1,949.30",,
SO - 0006672,1/7/2017,127,Wholesale,GBP,GUT930,80,2,5,"3,939.60","19,698.00","2,403.16",,
SO - 0007553,1/7/2017,113,Export,GBP,GUT930,36,15,9,"1,038.50","9,346.50",695.80,,
SO - 0010170,1/7/2017,11,Export,GBP,AXW291,15,30,7,"1,889.40","13,225.80",831.34,,
SO - 0010590,1/7/2017,78,Distributor,GBP,AXW291,15,18,12,"1,896.10","22,753.20",796.36,,
SO - 0003098,1/8/2017,60,Wholesale,GBP,GUT930,17,26,11,207.70,"2,284.70",95.54,,
SO - 0003668,1/8/2017,134,Wholesale,GBP,GUT930,53,2,5,"2,519.20","12,596.00","1,864.21",,
SO - 0003814,1/8/2017,173,Distributor,GBP,GUT930,2,25,6,"3,959.70","23,758.20","3,207.36",,
SO - 0007101,1/8/2017,49,Export,GBP,GUT930,14,4,12,167.50,"2,010.00",93.80,,
SO - 0007781,1/8/2017,74,Export,GBP,GUT930,27,15,10,"1,936.30","19,363.00","1,064.97",,
SO - 0010171,1/8/2017,29,Distributor,GBP,AXW291,17,26,5,"2,492.40","12,462.00","1,296.05",,
SO - 0010614,1/8/2017,50,Distributor,GBP,FLR025,15,15,10,931.30,"9,313.00",530.84,,
SO - 0008412,1/8/2017,2,Distributor,GBP,GUT930,9,6,5,931.30,"4,656.50",689.16,,
SO - 0009456,1/8/2017,43,Export,GBP,AXW291,69,2,11,"3,725.20","40,977.20","2,756.65",,
SO - 0002039,1/9/2017,114,Wholesale,GBP,GUT930,32,18,12,"3,999.90","47,998.80","2,239.94",,
SO - 0003801,1/9/2017,163,Export,GBP,GUT930,22,19,7,"1,092.10","7,644.70",862.76,,
SO - 0003820,1/9/2017,32,Wholesale,GBP,GUT930,59,25,6,"3,946.30","23,677.80","3,196.50",,
SO - 0007724,1/9/2017,82,Wholesale,GBP,GUT930,82,25,11,261.30,"2,874.30",138.49,,
SO - 0009681,1/9/2017,43,Distributor,GBP,GUT930,81,3,11,"1,051.90","11,570.90",557.51,,
SO - 0008471,1/9/2017,73,Wholesale,GBP,GUT930,40,15,6,"3,899.40","23,396.40","3,002.54",,
SO - 000389,1/10/2017,106,Export,GBP,GUT930,63,9,9,167.50,"1,507.50",112.23,,
SO - 0003231,1/10/2017,89,Distributor,GBP,GUT930,39,25,6,"2,800.60","16,803.60","1,260.27",,
SO - 0004450,1/10/2017,22,Wholesale,GBP,GUT930,78,15,10,"1,025.10","10,251.00",666.32,,
SO - 0010446,1/10/2017,69,Wholesale,GBP,NXH382,84,15,6,"4,013.30","24,079.80","3,130.37",,
SO - 000623,1/11/2017,96,Distributor,GBP,GUT930,19,11,8,"3,926.20","31,409.60","1,845.31",,
SO - 0005643,1/11/2017,39,Distributor,GBP,GUT930,53,20,6,167.50,"1,005.00",87.10,,
SO - 0008824,1/11/2017,25,Wholesale,GBP,NXH382,81,13,5,804.00,"4,020.00",683.40,,
SO - 0008805,1/11/2017,16,Wholesale,GBP,AXW291,59,16,12,"1,319.90","15,838.80","1,042.72",,
SO - 000568,1/12/2017,56,Wholesale,GBP,GUT930,67,17,8,"1,896.10","15,168.80",948.05,,
SO - 0002509,1/12/2017,131,Distributor,GBP,GUT930,1,3,10,214.40,"2,144.00",105.06,,
SO - 0003041,1/12/2017,162,Wholesale,GBP,GUT930,8,26,11,"3,383.50","37,218.50","2,131.61",,
SO - 0005577,1/12/2017,6,Wholesale,GBP,GUT930,31,18,10,"2,351.70","23,517.00","1,293.44",,
SO - 0007451,1/12/2017,66,Export,GBP,GUT930,47,17,11,944.70,"10,391.70",472.35,,
SO - 0008998,1/12/2017,130,Wholesale,GBP,NXH382,17,10,5,911.20,"4,556.00",492.05,,
SO - 0009417,1/12/2017,101,Wholesale,GBP,AXW291,69,28,6,"1,688.40","10,130.40","1,435.14",,
SO - 0003439,1/13/2017,111,Export,GBP,GUT930,1,15,10,"1,018.40","10,184.00",835.09,,
SO - 0004119,1/13/2017,53,Distributor,GBP,GUT930,52,16,8,"3,966.40","31,731.20","3,173.12",,
SO - 0004146,1/13/2017,122,Export,GBP,GUT930,55,5,11,"3,725.20","40,977.20","2,458.63",,
SO - 0004150,1/13/2017,62,Export,GBP,GUT930,16,25,11,"3,872.60","42,598.60","2,827.00",,
SO - 0006768,1/13/2017,26,Wholesale,GBP,GUT930,23,1,8,"5,500.70","44,005.60","2,420.31",,
SO - 0006865,1/13/2017,158,Wholesale,GBP,GUT930,66,25,10,"2,438.80","24,388.00","1,365.73",,
SO - 0010118,1/13/2017,158,Export,GBP,GUT930,60,19,5,911.20,"4,556.00",473.82,,
SO - 0009033,1/13/2017,33,Wholesale,GBP,AXW291,20,13,7,"5,266.20","36,863.40","2,791.09",,
SO - 0002289,1/14/2017,26,Wholesale,GBP,GUT930,21,22,8,"2,432.10","19,456.80","1,799.75",,
SO - 0003107,1/14/2017,173,Wholesale,GBP,GUT930,25,25,5,"1,688.40","8,442.00",861.08,,
SO - 0003648,1/14/2017,45,Distributor,GBP,GUT930,32,9,11,"1,125.60","12,381.60",450.24,,
SO - 0004690,1/14/2017,2,Distributor,GBP,GUT930,31,26,9,"1,011.70","9,105.30",526.08,,
SO - 0005250,1/14/2017,43,Wholesale,GBP,GUT930,52,26,7,"2,211.00","15,477.00","1,392.93",,
SO - 000181,1/15/2017,150,Distributor,GBP,GUT930,66,14,6,"1,333.30","7,999.80",866.65,,
SO - 000346,1/15/2017,171,Wholesale,GBP,GUT930,27,25,5,"3,899.40","19,497.00","1,871.71",,
SO - 0003183,1/15/2017,134,Wholesale,GBP,GUT930,55,5,9,"1,011.70","9,105.30",485.62,,
SO - 0003234,1/15/2017,24,Distributor,GBP,GUT930,58,25,7,"1,092.10","7,644.70",830.00,,
SO - 0005773,1/15/2017,99,Wholesale,GBP,GUT930,10,15,12,"3,939.60","47,275.20","2,481.95",,
SO - 0005801,1/15/2017,47,Wholesale,GBP,GUT930,5,15,12,"3,966.40","47,596.80","2,498.83",,
SO - 0006541,1/15/2017,44,Wholesale,GBP,GUT930,44,4,8,"1,078.70","8,629.60",658.01,,
SO - 0007264,1/15/2017,71,Wholesale,GBP,GUT930,16,2,10,268.00,"2,680.00",211.72,,
SO - 0008291,1/15/2017,69,Wholesale,GBP,AXW291,79,19,9,"3,812.30","34,310.70","1,601.17",,
SO - 0009613,1/15/2017,33,Distributor,GBP,AXW291,46,21,11,268.00,"2,948.00",112.56,,
SO - 0003785,1/16/2017,16,Distributor,GBP,GUT930,75,15,12,"1,815.70","21,788.40","1,143.89",,
SO - 0007442,1/16/2017,117,Distributor,GBP,GUT930,35,13,5,864.30,"4,321.50",363.01,,
SO - 0008026,1/16/2017,167,Export,GBP,GUT930,4,15,5,"2,659.90","13,299.50","1,808.73",,
SO - 0008055,1/16/2017,20,Wholesale,GBP,GUT930,40,25,12,"5,554.30","66,651.60","3,499.21",,
SO - 0010724,1/16/2017,74,Wholesale,GBP,AXW291,66,5,12,"3,886.00","46,632.00","1,904.14",,
SO - 0002020,1/17/2017,79,Wholesale,GBP,GUT930,82,26,11,"2,572.80","28,300.80","1,852.42",,
SO - 0002974,1/17/2017,156,Wholesale,GBP,GUT930,70,6,8,"1,695.10","13,560.80","1,186.57",,
SO - 0002982,1/17/2017,2,Wholesale,GBP,GUT930,42,13,11,"1,085.40","11,939.40",575.26,,
SO - 0004389,1/17/2017,159,Wholesale,GBP,GUT930,6,25,7,"1,005.00","7,035.00",402.00,,
SO - 0006333,1/17/2017,137,Distributor,GBP,GUT930,18,26,11,207.70,"2,284.70",103.85,,
SO - 0006668,1/17/2017,81,Distributor,GBP,GUT930,52,2,6,207.70,"1,246.20",87.23,,
SO - 0006765,1/17/2017,117,Wholesale,GBP,GUT930,15,20,6,"5,085.30","30,511.80","3,000.33",,
SO - 0007448,1/17/2017,162,Export,GBP,GUT930,22,27,8,"2,358.40","18,867.20","1,815.97",,
SO - 0007580,1/17/2017,27,Wholesale,GBP,GUT930,15,6,5,"3,450.50","17,252.50","2,346.34",,
SO - 0008896,1/17/2017,27,Wholesale,GBP,AXW291,46,5,12,"3,865.90","46,390.80","2,860.77",,
SO - 0009928,1/17/2017,130,Wholesale,GBP,AXW291,82,25,11,"1,172.50","12,897.50",492.45,,
SO - 0010296,1/17/2017,22,Wholesale,GBP,AXW291,85,26,9,"2,231.10","20,079.90","1,249.42",,
SO - 0010415,1/17/2017,35,Export,GBP,AXW291,39,25,5,"3,979.80","19,899.00","3,144.04",,
SO - 000539,1/18/2017,120,Distributor,GBP,GUT930,64,19,6,951.40,"5,708.40",380.56,,
SO - 0003406,1/18/2017,163,Wholesale,GBP,GUT930,48,6,7,"6,137.20","42,960.40","4,296.04",,
SO - 0004856,1/18/2017,83,Wholesale,GBP,GUT930,18,14,7,"2,974.80","20,823.60","1,487.40",,
SO - 0005475,1/18/2017,2,Wholesale,GBP,GUT930,10,25,8,"2,365.10","18,920.80","1,419.06",,
SO - 0005767,1/18/2017,88,Wholesale,GBP,GUT930,61,12,9,"2,901.10","26,109.90","2,146.81",,
SO - 0006026,1/18/2017,111,Distributor,GBP,GUT930,45,15,5,"3,973.10","19,865.50","1,907.09",,
SO - 0006187,1/18/2017,4,Wholesale,GBP,GUT930,73,25,11,"3,939.60","43,335.60","2,206.18",,
SO - 0008686,1/18/2017,146,Export,GBP,NXH382,31,21,7,"3,189.20","22,324.40","2,647.04",,
SO - 0009425,1/18/2017,16,Distributor,GBP,NXH382,73,25,10,167.50,"1,675.00",130.65,,
SO - 000665,1/19/2017,23,Export,GBP,GUT930,84,25,12,864.30,"10,371.60",501.29,,
SO - 0001097,1/19/2017,171,Wholesale,GBP,GUT930,27,20,6,"2,659.90","15,959.40","1,915.13",,
SO - 0001811,1/19/2017,128,Wholesale,GBP,GUT930,12,25,9,"1,112.20","10,009.80",611.71,,
SO - 0001982,1/19/2017,123,Distributor,GBP,GUT930,53,14,6,"1,976.50","11,859.00",968.49,,
SO - 0003345,1/19/2017,99,Wholesale,GBP,GUT930,26,29,11,911.20,"10,023.20",628.73,,
SO - 0003513,1/19/2017,24,Wholesale,GBP,GUT930,12,1,10,"1,045.20","10,452.00",648.02,,
SO - 0004573,1/19/2017,50,Distributor,GBP,GUT930,51,16,6,"2,391.90","14,351.40","1,889.60",,
SO - 0006496,1/19/2017,29,Export,GBP,GUT930,27,6,12,194.30,"2,331.60",130.18,,
SO - 0007944,1/19/2017,63,Distributor,GBP,GUT930,25,17,5,"3,819.00","19,095.00","1,565.79",,
SO - 0010477,1/19/2017,55,Export,GBP,NXH382,40,4,10,"1,132.30","11,323.00",452.92,,
SO - 0009461,1/19/2017,171,Wholesale,GBP,AXW291,6,3,6,"4,013.30","24,079.80","2,929.71",,
SO - 0009165,1/19/2017,125,Wholesale,GBP,GUT930,2,26,6,"3,530.90","21,185.40","1,482.98",,
SO - 0010133,1/19/2017,85,Distributor,GBP,NXH382,76,21,12,917.90,"11,014.80",780.22,,
SO - 000776,1/20/2017,142,Distributor,GBP,GUT930,44,17,7,"1,909.50","13,366.50","1,069.32",,
SO - 0002387,1/20/2017,21,Wholesale,GBP,GUT930,22,19,5,"6,385.10","31,925.50","3,767.21",,
SO - 0002626,1/20/2017,24,Wholesale,GBP,GUT930,25,26,7,261.30,"1,829.10",216.88,,
SO - 0002863,1/20/2017,120,Distributor,GBP,GUT930,64,13,7,"6,097.00","42,679.00","4,877.60",,
SO - 0003147,1/20/2017,27,Distributor,GBP,GUT930,36,4,12,241.20,"2,894.40",108.54,,
SO - 0003479,1/20/2017,165,Distributor,GBP,GUT930,69,12,11,"1,882.70","20,709.70","1,186.10",,
SO - 0004095,1/20/2017,89,Wholesale,GBP,GUT930,53,16,7,"4,013.30","28,093.10","3,210.64",,
SO - 0006189,1/20/2017,79,Distributor,GBP,GUT930,54,5,6,837.50,"5,025.00",661.63,,
